-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,4.0521495433245135e-08,0.0,0.0,0.0,0.0,0.0,0.01,0.8674928503336511,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.158,0.8639974578964092,1
0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.05,0.8639974578964092,-1
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11199999999999999,0.8744836352081348,1
0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.01,0.870988242770893,-1
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8674928503336511,1
0.0,0.0,0.0,0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.006,0.86558627264061,1
0.0,-0.0,-0.0,0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.8744836352081348,1
-0.0,-0.0,-0.0,2.891664535950115e-08,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8852875754687004,-1
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.8852875754687004,-1
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.9097553225293932,1
0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.8868763902129013,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.9046711153479504,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.9027645376549095,1
-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.911661900222434,1
-0.0,-0.0,-0.0,0,0.0,-0.0,-0.0,-0.0,0.0,0.0,5.911519288450663e-08,-0.0,0.0,0.0,0.0,0.0,0.0,0.9151572926596759,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.9062599300921512,1
